sample_id,cluster,alpha,simpson,river.id,sample.type,location.id,sampling.type,replicate.id,original.id,Date,Start_Time,Time_zone,Stream_Name,Stream_Order,City,State_or_Province,Country,General_Vegetation,Weather,Hydrogeomorphology,River_Gradient,Intermittent_or_Perennial,Sediment,Distance_DS.and.MS_meters,Distance_MS.and.US_meters,Primary.Sources.Flow.Variation,pH,Temp_degC,DO_perc.sat,DO_mg.per.L,Algal.Mat.Coverage,Depositional.Type,Latitude_dec.deg,Longitude_dec.deg,Macrophyte.Coverage,Sunlight.Access_Perc.Canopy.Cover,Water.Column.Height_cm,Sampler_Organization,Associated_Site,Sampler_Name,Approx.Distance.From.Gauge_meters,Discharge_Link,US.or.DS.of.Gauge,Gauge_Latitude_dec.deg,Gauge_Longitude_dec.deg,Met.Station.Nearby,Met.Station,Precipitation.Within.Week,Number.Days.Since.Precip,Dam.Upstream.Site,Dam,Contamination.Source.Upstream,Contamination.Source,Water.Quality.Data.Available,Water.Quality.Data,Known.Data,Published.Work.On.Site,Published.Work,Notes,Study_Code,resprate_mg.L.h,resp.inc.time.min,resp.r2,resp.pval,NPOC_mg.L.asC,del2H_permil,del18O_permil,Cl_mgL,SO4_mgL,NO3_mgL,NO2_mgL,F_mgL
SW_S19S.0073_U_1,Most,2955,0.999661591,S19S.0073,SW,U,,1.0,S19S_0073_ICR.1_p05,12-Aug-19,8:05,EDT,Cart Creek,1.0,Newbury,Massachusettes,USA,Broadleaf deciduous tree. Shrub,Partly cloudy,Single-channel meandering,Relatively flat/gentle gradient (e.g. valleys),Perennial,Silt/mud (<0.0625mm),30.1,33.8,Natural flow (seasonal),6.5,16.9,66.2,6.41,,,,,,,,Plum Island Ecosystems LTER,NSF Long Term Ecological Research (LTER) site: Plum Island Ecosystems,Andrew Robison & Sarah Bower,2,,Downstream,42.769456,-70.916793,No,,No,4,No,,,,Yes,Conductivity. cations. anions. DOC,https://pie-lter.ecosystems.mbl.edu/data?keys=&field_core_areas_tid=All&field_station_keywords_ter_tid=768,Yes,https://link.springer.com/article/10.1007/s10021-005-0178-3; https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2009WR008222; https://www.journals.uchicago.edu/doi/abs/10.1899/08-183.1; https://link.springer.com/article/10.1007/s10533-014-9998-6; https://aslopubs.onlinelibrary.wiley.com/doi/abs/10.4319/lo.2013.58.4.1271,Eighth unfiltered water sample not collected. Beaver are present in the upper watershed. with the lowest dam about 500m upstream of the sampling locations,WHONDRS_S19S,,,,,6.36,-42.2,-6.18,95.35,2.95,0.55,0.04,0.03
SW_S19S.0073_U_2,Most,3275,0.999694656,S19S.0073,SW,U,,2.0,S19S_0073_ICR.2_p05,12-Aug-19,8:05,EDT,Cart Creek,1.0,Newbury,Massachusettes,USA,Broadleaf deciduous tree. Shrub,Partly cloudy,Single-channel meandering,Relatively flat/gentle gradient (e.g. valleys),Perennial,Silt/mud (<0.0625mm),30.1,33.8,Natural flow (seasonal),6.5,16.9,66.2,6.41,,,,,,,,Plum Island Ecosystems LTER,NSF Long Term Ecological Research (LTER) site: Plum Island Ecosystems,Andrew Robison & Sarah Bower,2,,Downstream,42.769456,-70.916793,No,,No,4,No,,,,Yes,Conductivity. cations. anions. DOC,https://pie-lter.ecosystems.mbl.edu/data?keys=&field_core_areas_tid=All&field_station_keywords_ter_tid=768,Yes,https://link.springer.com/article/10.1007/s10021-005-0178-3; https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2009WR008222; https://www.journals.uchicago.edu/doi/abs/10.1899/08-183.1; https://link.springer.com/article/10.1007/s10533-014-9998-6; https://aslopubs.onlinelibrary.wiley.com/doi/abs/10.4319/lo.2013.58.4.1271,Eighth unfiltered water sample not collected. Beaver are present in the upper watershed. with the lowest dam about 500m upstream of the sampling locations,WHONDRS_S19S,,,,,6.6,,,94.1,2.71,0.53,0.04,0.04
SW_S19S.0073_U_3,Most,3238,0.999691167,S19S.0073,SW,U,,3.0,S19S_0073_ICR.3_p05,12-Aug-19,8:05,EDT,Cart Creek,1.0,Newbury,Massachusettes,USA,Broadleaf deciduous tree. Shrub,Partly cloudy,Single-channel meandering,Relatively flat/gentle gradient (e.g. valleys),Perennial,Silt/mud (<0.0625mm),30.1,33.8,Natural flow (seasonal),6.5,16.9,66.2,6.41,,,,,,,,Plum Island Ecosystems LTER,NSF Long Term Ecological Research (LTER) site: Plum Island Ecosystems,Andrew Robison & Sarah Bower,2,,Downstream,42.769456,-70.916793,No,,No,4,No,,,,Yes,Conductivity. cations. anions. DOC,https://pie-lter.ecosystems.mbl.edu/data?keys=&field_core_areas_tid=All&field_station_keywords_ter_tid=768,Yes,https://link.springer.com/article/10.1007/s10021-005-0178-3; https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2009WR008222; https://www.journals.uchicago.edu/doi/abs/10.1899/08-183.1; https://link.springer.com/article/10.1007/s10533-014-9998-6; https://aslopubs.onlinelibrary.wiley.com/doi/abs/10.4319/lo.2013.58.4.1271,Eighth unfiltered water sample not collected. Beaver are present in the upper watershed. with the lowest dam about 500m upstream of the sampling locations,WHONDRS_S19S,,,,,7.06,,,94.22,32.57,0.51,0.04,0.04
SW_S19S.0074_U_1,Most,2815,0.99964476,S19S.0074,SW,U,,1.0,S19S_0074_ICR.1_p05,5-Aug-19,8:27,PDT,Columbia,8.0,Richland,Washington,USA,Shrub,Sunny,Single-channel straight,Relatively flat/gentle gradient (e.g. valleys),Perennial,Sand,10.0,10.0,Dam (hydropower or other),6.5,11,,,,,,,,,,Pacific Northwest National Laboratory,US DOE Biological and Environmental Research (BER) Scientific Focus Area (SFA) watershed testbed site,Jackie Wells,95,https://waterdata.usgs.gov/usa/nwis/uv?site_no=12472800,Downstream,46.62888889,-119.8636111,Yes,Hanford 300A Met Station; https://www.hanford.gov/page.cfm/HMS/RealTimeMetData,No,,Yes one,Priest Rapids Dam,No,,Yes,Data from Peeper Beach,,Yes,,Water dropped significantly during sampling.  After sed sampling. new water column measurements were taken: D: 6 cm. M: 6 cm. U: 3 cm,WHONDRS_S19S,,,,,1.18,-124.4,-16.04,1.27,10.12,0.43,0.04,0.09
SW_S19S.0074_U_2,Most,2866,0.999651082,S19S.0074,SW,U,,2.0,S19S_0074_ICR.2_p05,5-Aug-19,8:27,PDT,Columbia,8.0,Richland,Washington,USA,Shrub,Sunny,Single-channel straight,Relatively flat/gentle gradient (e.g. valleys),Perennial,Sand,10.0,10.0,Dam (hydropower or other),6.5,11,,,,,,,,,,Pacific Northwest National Laboratory,US DOE Biological and Environmental Research (BER) Scientific Focus Area (SFA) watershed testbed site,Jackie Wells,95,https://waterdata.usgs.gov/usa/nwis/uv?site_no=12472800,Downstream,46.62888889,-119.8636111,Yes,Hanford 300A Met Station; https://www.hanford.gov/page.cfm/HMS/RealTimeMetData,No,,Yes one,Priest Rapids Dam,No,,Yes,Data from Peeper Beach,,Yes,,Water dropped significantly during sampling.  After sed sampling. new water column measurements were taken: D: 6 cm. M: 6 cm. U: 3 cm,WHONDRS_S19S,,,,,1.45,,,1.21,9.82,0.39,0.04,0.08
SW_S19S.0074_U_3,Most,2704,0.999630178,S19S.0074,SW,U,,3.0,S19S_0074_ICR.3_p05,5-Aug-19,8:27,PDT,Columbia,8.0,Richland,Washington,USA,Shrub,Sunny,Single-channel straight,Relatively flat/gentle gradient (e.g. valleys),Perennial,Sand,10.0,10.0,Dam (hydropower or other),6.5,11,,,,,,,,,,Pacific Northwest National Laboratory,US DOE Biological and Environmental Research (BER) Scientific Focus Area (SFA) watershed testbed site,Jackie Wells,95,https://waterdata.usgs.gov/usa/nwis/uv?site_no=12472800,Downstream,46.62888889,-119.8636111,Yes,Hanford 300A Met Station; https://www.hanford.gov/page.cfm/HMS/RealTimeMetData,No,,Yes one,Priest Rapids Dam,No,,Yes,Data from Peeper Beach,,Yes,,Water dropped significantly during sampling.  After sed sampling. new water column measurements were taken: D: 6 cm. M: 6 cm. U: 3 cm,WHONDRS_S19S,,,,,1.48,,,1.25,9.86,0.39,0.04,0.08
SW_S19S.0075_U_1,Most,2756,0.999637155,S19S.0075,SW,U,,1.0,S19S_0075_ICR.1_p05,6-Aug-19,10:20,PDT,Columbia,8.0,Richland,Washington,USA,Shrub. Grass,Sunny,Single-channel straight,Relatively flat/gentle gradient (e.g. valleys),Perennial,Gravel/cobble (>2mm),10.0,10.0,Dam (hydropower or other),6.5,11,,,,,,,,,,Pacific Northwest National Laboratory,US DOE Biological and Environmental Research (BER) Scientific Focus Area (SFA) watershed testbed site,Jackie Wells,40,https://waterdata.usgs.gov/usa/nwis/uv?site_no=12472800,Downstream,46.62888889,-119.8636111,Yes,Hanford Site 300A Met; https://www.hanford.gov/page.cfm/HMS/RealTimeMetData,No,,Yes one,Priest Rapids Dam to 100H (north) Main Channel,No,,Yes,Flux tools. piezometers. thermistors?,,Yes,,Water rose rapidly during sampling.  Unable to take new measurements of water column at flags. but sediment samples came from approx 20 cm depth in line with flag locations.,WHONDRS_S19S,,,,,0.74,-130.6,-17.32,1.06,9.54,0.18,0.04,0.08
SW_S19S.0075_U_2,Most,3104,0.999677835,S19S.0075,SW,U,,2.0,S19S_0075_ICR.2_p05,6-Aug-19,10:20,PDT,Columbia,8.0,Richland,Washington,USA,Shrub. Grass,Sunny,Single-channel straight,Relatively flat/gentle gradient (e.g. valleys),Perennial,Gravel/cobble (>2mm),10.0,10.0,Dam (hydropower or other),6.5,11,,,,,,,,,,Pacific Northwest National Laboratory,US DOE Biological and Environmental Research (BER) Scientific Focus Area (SFA) watershed testbed site,Jackie Wells,40,https://waterdata.usgs.gov/usa/nwis/uv?site_no=12472800,Downstream,46.62888889,-119.8636111,Yes,Hanford Site 300A Met; https://www.hanford.gov/page.cfm/HMS/RealTimeMetData,No,,Yes one,Priest Rapids Dam to 100H (north) Main Channel,No,,Yes,Flux tools. piezometers. thermistors?,,Yes,,Water rose rapidly during sampling.  Unable to take new measurements of water column at flags. but sediment samples came from approx 20 cm depth in line with flag locations.,WHONDRS_S19S,,,,,1.44,,,1.04,9.49,0.19,0.04,0.08
SW_S19S.0075_U_3,Average,1681,0.999405116,S19S.0075,SW,U,,3.0,S19S_0075_ICR.3_p05,6-Aug-19,10:20,PDT,Columbia,8.0,Richland,Washington,USA,Shrub. Grass,Sunny,Single-channel straight,Relatively flat/gentle gradient (e.g. valleys),Perennial,Gravel/cobble (>2mm),10.0,10.0,Dam (hydropower or other),6.5,11,,,,,,,,,,Pacific Northwest National Laboratory,US DOE Biological and Environmental Research (BER) Scientific Focus Area (SFA) watershed testbed site,Jackie Wells,40,https://waterdata.usgs.gov/usa/nwis/uv?site_no=12472800,Downstream,46.62888889,-119.8636111,Yes,Hanford Site 300A Met; https://www.hanford.gov/page.cfm/HMS/RealTimeMetData,No,,Yes one,Priest Rapids Dam to 100H (north) Main Channel,No,,Yes,Flux tools. piezometers. thermistors?,,Yes,,Water rose rapidly during sampling.  Unable to take new measurements of water column at flags. but sediment samples came from approx 20 cm depth in line with flag locations.,WHONDRS_S19S,,,,,2.05,,,1.08,9.12,0.18,0.04,0.07
SW_S19S.0076_U_1,Most,3080,0.999675325,S19S.0076,SW,U,,1.0,S19S_0076_ICR.1_p05,6-Aug-19,12:40,PDT,Columbia,8.0,Richland,Washington,USA,Grass,Sunny,Multi-channel,Relatively flat/gentle gradient (e.g. valleys),Intermittent,Silt/mud (<0.0625mm),10.0,10.0,Dam (hydropower or other),6.5,14,,,,,,,,,,Pacific Northwest National Laboratory,US DOE Biological and Environmental Research (BER) Scientific Focus Area (SFA) watershed testbed site,Jackie Wells,40,https://waterdata.usgs.gov/usa/nwis/uv?site_no=12472800,Downstream,46.62888889,-119.8636111,Yes,Hanford Met Station; https://www.hanford.gov/page.cfm/HMS/RealTimeMetData,No,,Yes one,Priest Rapids Dam to 100H Slough,No,,Yes,Thermistor?. flux tool. piezometers,,Yes,,Water rose slightly during sampling.  The flow out of the slough changed from going downstream of site to upstream with rising river level causing the water to be stirred up with sediment.  Water samples were taken while water direction flowing downward of site. ,WHONDRS_S19S,,,,,1.49,-128.5,-16.96,1.45,9.87,0.12,0.04,0.09
SW_S19S.0076_U_2,Most,2689,0.999628115,S19S.0076,SW,U,,2.0,S19S_0076_ICR.2_p05,6-Aug-19,12:40,PDT,Columbia,8.0,Richland,Washington,USA,Grass,Sunny,Multi-channel,Relatively flat/gentle gradient (e.g. valleys),Intermittent,Silt/mud (<0.0625mm),10.0,10.0,Dam (hydropower or other),6.5,14,,,,,,,,,,Pacific Northwest National Laboratory,US DOE Biological and Environmental Research (BER) Scientific Focus Area (SFA) watershed testbed site,Jackie Wells,40,https://waterdata.usgs.gov/usa/nwis/uv?site_no=12472800,Downstream,46.62888889,-119.8636111,Yes,Hanford Met Station; https://www.hanford.gov/page.cfm/HMS/RealTimeMetData,No,,Yes one,Priest Rapids Dam to 100H Slough,No,,Yes,Thermistor?. flux tool. piezometers,,Yes,,Water rose slightly during sampling.  The flow out of the slough changed from going downstream of site to upstream with rising river level causing the water to be stirred up with sediment.  Water samples were taken while water direction flowing downward of site. ,WHONDRS_S19S,,,,,1.26,,,1.36,9.77,0.12,0.04,0.09
SW_S19S.0076_U_3,Most,3055,0.999672668,S19S.0076,SW,U,,3.0,S19S_0076_ICR.3_p05,6-Aug-19,12:40,PDT,Columbia,8.0,Richland,Washington,USA,Grass,Sunny,Multi-channel,Relatively flat/gentle gradient (e.g. valleys),Intermittent,Silt/mud (<0.0625mm),10.0,10.0,Dam (hydropower or other),6.5,14,,,,,,,,,,Pacific Northwest National Laboratory,US DOE Biological and Environmental Research (BER) Scientific Focus Area (SFA) watershed testbed site,Jackie Wells,40,https://waterdata.usgs.gov/usa/nwis/uv?site_no=12472800,Downstream,46.62888889,-119.8636111,Yes,Hanford Met Station; https://www.hanford.gov/page.cfm/HMS/RealTimeMetData,No,,Yes one,Priest Rapids Dam to 100H Slough,No,,Yes,Thermistor?. flux tool. piezometers,,Yes,,Water rose slightly during sampling.  The flow out of the slough changed from going downstream of site to upstream with rising river level causing the water to be stirred up with sediment.  Water samples were taken while water direction flowing downward of site. ,WHONDRS_S19S,,,,,1.67,,,1.31,9.85,0.15,0.04,0.08
SW_S19S.0077_U_1,Most,2690,0.999628253,S19S.0077,SW,U,,1.0,S19S_0077_ICR.1_p05,18-Aug-19,13:00,MDT,Cache La Poudre,6.0,Fort Collins,Colorado,USA,Shrub. Grass,Sunny,Single-channel straight,Relatively flat/gentle gradient (e.g. valleys),Perennial,Gravel/cobble (>2mm),35.0,50.0,Natural flow (seasonal),6.5,18,,,,,,,,,,Colorado State University,,Mike Wilkins,20,https://dwr.state.co.us/surfacewater/data/detail_graph.aspx?ID=CLAFTCCO&MTYPE=DISCHRG,,40.66453,-105.224214,Yes,https://dwr.state.co.us/surfacewater/data/detail_graph.aspx?ID=CLAFTCCO&MTYPE=DISCHRG,No,,No,,No,,No,,,No,,Temperature reading may not be 100% accurate - we had issues with our thermometer. Sampling locations were both upstream and downstream of the gauging station,WHONDRS_S19S,,,,,1.94,-122.2,-16.69,0.78,3.47,0.12,0.04,0.16
SW_S19S.0077_U_2,Average,1881,0.999468368,S19S.0077,SW,U,,2.0,S19S_0077_ICR.2_p05,18-Aug-19,13:00,MDT,Cache La Poudre,6.0,Fort Collins,Colorado,USA,Shrub. Grass,Sunny,Single-channel straight,Relatively flat/gentle gradient (e.g. valleys),Perennial,Gravel/cobble (>2mm),35.0,50.0,Natural flow (seasonal),6.5,18,,,,,,,,,,Colorado State University,,Mike Wilkins,20,https://dwr.state.co.us/surfacewater/data/detail_graph.aspx?ID=CLAFTCCO&MTYPE=DISCHRG,,40.66453,-105.224214,Yes,https://dwr.state.co.us/surfacewater/data/detail_graph.aspx?ID=CLAFTCCO&MTYPE=DISCHRG,No,,No,,No,,No,,,No,,Temperature reading may not be 100% accurate - we had issues with our thermometer. Sampling locations were both upstream and downstream of the gauging station,WHONDRS_S19S,,,,,2.64,,,0.62,2.52,0.12,0.04,0.16
SW_S19S.0077_U_3,Average,2418,0.999586435,S19S.0077,SW,U,,3.0,S19S_0077_ICR.3_p05,18-Aug-19,13:00,MDT,Cache La Poudre,6.0,Fort Collins,Colorado,USA,Shrub. Grass,Sunny,Single-channel straight,Relatively flat/gentle gradient (e.g. valleys),Perennial,Gravel/cobble (>2mm),35.0,50.0,Natural flow (seasonal),6.5,18,,,,,,,,,,Colorado State University,,Mike Wilkins,20,https://dwr.state.co.us/surfacewater/data/detail_graph.aspx?ID=CLAFTCCO&MTYPE=DISCHRG,,40.66453,-105.224214,Yes,https://dwr.state.co.us/surfacewater/data/detail_graph.aspx?ID=CLAFTCCO&MTYPE=DISCHRG,No,,No,,No,,No,,,No,,Temperature reading may not be 100% accurate - we had issues with our thermometer. Sampling locations were both upstream and downstream of the gauging station,WHONDRS_S19S,,,,,2.09,,,0.75,3.6,0.12,0.04,0.18
SW_S19S.0078_U_1,Most,2787,0.999641191,S19S.0078,SW,U,,1.0,S19S_0078_ICR.1_p05,6-Sep-19,14:00,PDT,Little Wolf Creek,2.0,Tyee,Oregon,USA,Needleleaf evergreen tree. Broadleaf deciduous tree,Sunny,Single-channel straight,Relatively steep gradient (e.g. mountainous or hilly terrain),Perennial,Sand,12.0,14.0,Natural flow (seasonal),7,19,,,,,,,,,,Oregon State University,,Rick Colwell,0,https://waterdata.usgs.gov/nwis/inventory/?site_no=14320934&agency_cd=USGS,Downstream,43.43138889,-123.5855556,Yes,Roseburg OR; https://w1.weather.gov/data/obhistory/KRBG.html,No,,No,,No,,No,,,No,,Note that the three sample sites were located exactly at the location of the Little Wolf Creek USGS gauging station,WHONDRS_S19S,,,,,2.47,-57.6,-7.86,3.5,8.6,0.12,0.04,0.06
SW_S19S.0078_U_2,Average,2570,0.999610895,S19S.0078,SW,U,,2.0,S19S_0078_ICR.2_p05,6-Sep-19,14:00,PDT,Little Wolf Creek,2.0,Tyee,Oregon,USA,Needleleaf evergreen tree. Broadleaf deciduous tree,Sunny,Single-channel straight,Relatively steep gradient (e.g. mountainous or hilly terrain),Perennial,Sand,12.0,14.0,Natural flow (seasonal),7,19,,,,,,,,,,Oregon State University,,Rick Colwell,0,https://waterdata.usgs.gov/nwis/inventory/?site_no=14320934&agency_cd=USGS,Downstream,43.43138889,-123.5855556,Yes,Roseburg OR; https://w1.weather.gov/data/obhistory/KRBG.html,No,,No,,No,,No,,,No,,Note that the three sample sites were located exactly at the location of the Little Wolf Creek USGS gauging station,WHONDRS_S19S,,,,,2.56,,,3.51,8.35,0.12,0.04,0.07
SW_S19S.0078_U_3,Most,2832,0.999646893,S19S.0078,SW,U,,3.0,S19S_0078_ICR.3_p05,6-Sep-19,14:00,PDT,Little Wolf Creek,2.0,Tyee,Oregon,USA,Needleleaf evergreen tree. Broadleaf deciduous tree,Sunny,Single-channel straight,Relatively steep gradient (e.g. mountainous or hilly terrain),Perennial,Sand,12.0,14.0,Natural flow (seasonal),7,19,,,,,,,,,,Oregon State University,,Rick Colwell,0,https://waterdata.usgs.gov/nwis/inventory/?site_no=14320934&agency_cd=USGS,Downstream,43.43138889,-123.5855556,Yes,Roseburg OR; https://w1.weather.gov/data/obhistory/KRBG.html,No,,No,,No,,No,,,No,,Note that the three sample sites were located exactly at the location of the Little Wolf Creek USGS gauging station,WHONDRS_S19S,,,,,2.27,,,3.48,8.13,0.12,0.04,0.06
SW_S19S.0079_U_1,Most,2592,0.999614198,S19S.0079,SW,U,,1.0,S19S_0079_ICR.1_p05,6-Sep-19,11:45,PDT,Umpqua,6.0,Elkton,Oregon,USA,Needleleaf evergreen tree. Broadleaf deciduous tree,Sunny,Multi-channel,Relatively flat/gentle gradient (e.g. valleys),Perennial,Sand,14.0,15.0,Natural flow (seasonal),7.5-8,18-20,,,,,,,,,,Oregon State University,,Rick Colwell,13230,https://waterdata.usgs.gov/nwis/inventory/?site_no=14321000&agency_cd=USGS,Downstream,43.58611111,-123.5541667,Yes,Roseburg OR; https://w1.weather.gov/data/obhistory/KRBG.html,No,,No,,Yes,Roseburg. OR; agricultural and logging ,No,,,No,,,WHONDRS_S19S,,,,,1.31,-87.0,-11.88,3.7,3.7,0.12,0.04,0.07
SW_S19S.0079_U_2,Most,2706,0.999630451,S19S.0079,SW,U,,2.0,S19S_0079_ICR.2_p05,6-Sep-19,11:45,PDT,Umpqua,6.0,Elkton,Oregon,USA,Needleleaf evergreen tree. Broadleaf deciduous tree,Sunny,Multi-channel,Relatively flat/gentle gradient (e.g. valleys),Perennial,Sand,14.0,15.0,Natural flow (seasonal),7.5-8,18-20,,,,,,,,,,Oregon State University,,Rick Colwell,13230,https://waterdata.usgs.gov/nwis/inventory/?site_no=14321000&agency_cd=USGS,Downstream,43.58611111,-123.5541667,Yes,Roseburg OR; https://w1.weather.gov/data/obhistory/KRBG.html,No,,No,,Yes,Roseburg. OR; agricultural and logging ,No,,,No,,,WHONDRS_S19S,,,,,1.31,,,3.67,2.42,0.12,0.04,0.06
SW_S19S.0079_U_3,Most,2668,0.999625187,S19S.0079,SW,U,,3.0,S19S_0079_ICR.3_p05,6-Sep-19,11:45,PDT,Umpqua,6.0,Elkton,Oregon,USA,Needleleaf evergreen tree. Broadleaf deciduous tree,Sunny,Multi-channel,Relatively flat/gentle gradient (e.g. valleys),Perennial,Sand,14.0,15.0,Natural flow (seasonal),7.5-8,18-20,,,,,,,,,,Oregon State University,,Rick Colwell,13230,https://waterdata.usgs.gov/nwis/inventory/?site_no=14321000&agency_cd=USGS,Downstream,43.58611111,-123.5541667,Yes,Roseburg OR; https://w1.weather.gov/data/obhistory/KRBG.html,No,,No,,Yes,Roseburg. OR; agricultural and logging ,No,,,No,,,WHONDRS_S19S,,,,,1.38,,,3.69,2.0,0.19,0.04,0.05
SW_S19S.0080_U_1,Most,2804,0.999643367,S19S.0080,SW,U,,1.0,S19S_0080_ICR.1_p05,20-Aug-19,8:00,,Rio Grande,7.0,South Valley,New Mexico,USA,Broadleaf deciduous tree. Shrub,,Multi-channel,Relatively flat/gentle gradient (e.g. valleys),,Silt/mud (<0.0625mm),10.0,10.0,,8.11,22.7,76.9,6.66,,,,,,,,University of New Mexico,NSF Long Term Ecological Research (LTER) site: Sevilleta,Dave Van Horn,,,,,,,,,,,,,,,,,,,Both filters broke - was able to filter samples but not preserve filters,WHONDRS_S19S,,,,,2.71,-92.9,-12.64,13.76,27.3,1.54,0.04,0.27
SW_S19S.0080_U_2,Most,2991,0.999665664,S19S.0080,SW,U,,2.0,S19S_0080_ICR.2_p05,20-Aug-19,8:00,,Rio Grande,7.0,South Valley,New Mexico,USA,Broadleaf deciduous tree. Shrub,,Multi-channel,Relatively flat/gentle gradient (e.g. valleys),,Silt/mud (<0.0625mm),10.0,10.0,,8.11,22.7,76.9,6.66,,,,,,,,University of New Mexico,NSF Long Term Ecological Research (LTER) site: Sevilleta,Dave Van Horn,,,,,,,,,,,,,,,,,,,Both filters broke - was able to filter samples but not preserve filters,WHONDRS_S19S,,,,,2.72,,,14.99,79.17,1.27,0.04,0.26
SW_S19S.0081_U_1,Most,2980,0.99966443,S19S.0081,SW,U,,1.0,S19S_0081_ICR.1_p05,19-Aug-19,10:30,EDT,Northeast Branch of Anacostia,4.0,Riverdale,Maryland,USA,Broadleaf deciduous tree,Sunny,Single-channel straight,Relatively steep gradient (e.g. mountainous or hilly terrain),Perennial,Gravel/cobble (>2mm),20.0,20.0,,6.5,27,,,,,,,,,,Pacific Northwest National Laboratory,,Stephanie Pennington,50,https://waterdata.usgs.gov/nwis/uv?site_no=01649500,Upstream,,,,,Yes,2,,,,,,,,,,Sediment D1 is mid and D2 is down; We were using an outdated protocol and subsequently missed a few steps. D1 sediment is mid sediment + RNALater. D2 is down sediment + RNALater. 2 orange tubes unused and plastic bottle unused (wasn't in old protocol?),WHONDRS_S19S,,,,,2.86,-34.1,-5.6,92.26,11.64,2.95,0.04,0.09
SW_S19S.0081_U_2,Most,3280,0.999695122,S19S.0081,SW,U,,2.0,S19S_0081_ICR.2_p05,19-Aug-19,10:30,EDT,Northeast Branch of Anacostia,4.0,Riverdale,Maryland,USA,Broadleaf deciduous tree,Sunny,Single-channel straight,Relatively steep gradient (e.g. mountainous or hilly terrain),Perennial,Gravel/cobble (>2mm),20.0,20.0,,6.5,27,,,,,,,,,,Pacific Northwest National Laboratory,,Stephanie Pennington,50,https://waterdata.usgs.gov/nwis/uv?site_no=01649500,Upstream,,,,,Yes,2,,,,,,,,,,Sediment D1 is mid and D2 is down; We were using an outdated protocol and subsequently missed a few steps. D1 sediment is mid sediment + RNALater. D2 is down sediment + RNALater. 2 orange tubes unused and plastic bottle unused (wasn't in old protocol?),WHONDRS_S19S,,,,,2.87,,,90.4,11.49,2.9,0.04,0.1
SW_S19S.0081_U_3,Most,2854,0.999649615,S19S.0081,SW,U,,3.0,S19S_0081_ICR.3_p05,19-Aug-19,10:30,EDT,Northeast Branch of Anacostia,4.0,Riverdale,Maryland,USA,Broadleaf deciduous tree,Sunny,Single-channel straight,Relatively steep gradient (e.g. mountainous or hilly terrain),Perennial,Gravel/cobble (>2mm),20.0,20.0,,6.5,27,,,,,,,,,,Pacific Northwest National Laboratory,,Stephanie Pennington,50,https://waterdata.usgs.gov/nwis/uv?site_no=01649500,Upstream,,,,,Yes,2,,,,,,,,,,Sediment D1 is mid and D2 is down; We were using an outdated protocol and subsequently missed a few steps. D1 sediment is mid sediment + RNALater. D2 is down sediment + RNALater. 2 orange tubes unused and plastic bottle unused (wasn't in old protocol?),WHONDRS_S19S,,,,,2.32,,,92.06,11.52,2.74,0.04,0.1
SW_S19S.0082_U_1,Most,3238,0.999691167,S19S.0082,SW,U,,1.0,S19S_0082_ICR.1_p05,19-Aug-19,17:00,EDT,Muddy Creek,3.0,Edgewater,Maryland,USA,Grass,Overcast,Single-channel meandering,Relatively flat/gentle gradient (e.g. valleys),Perennial,Silt/mud (<0.0625mm),12.0,12.0,,7,31.4,,,,,,,,,,Pacific Northwest National Laboratory,,Ben Bond-Lamberty,10,,Downstream,,,,,Yes,1,,,,,,,,,,60ml syringe broke  at  outlet,WHONDRS_S19S,,,,,5.51,-32.4,-4.9,3874.53,515.7,0.12,0.04,0.02
SW_S19S.0082_U_2,Most,2462,0.999593826,S19S.0082,SW,U,,2.0,S19S_0082_ICR.2_p05,19-Aug-19,17:00,EDT,Muddy Creek,3.0,Edgewater,Maryland,USA,Grass,Overcast,Single-channel meandering,Relatively flat/gentle gradient (e.g. valleys),Perennial,Silt/mud (<0.0625mm),12.0,12.0,,7,31.4,,,,,,,,,,Pacific Northwest National Laboratory,,Ben Bond-Lamberty,10,,Downstream,,,,,Yes,1,,,,,,,,,,60ml syringe broke  at  outlet,WHONDRS_S19S,,,,,5.44,,,132.0,561.17,0.12,0.04,0.02
SW_S19S.0082_U_3,Most,2574,0.9996115,S19S.0082,SW,U,,3.0,S19S_0082_ICR.3_p05,19-Aug-19,17:00,EDT,Muddy Creek,3.0,Edgewater,Maryland,USA,Grass,Overcast,Single-channel meandering,Relatively flat/gentle gradient (e.g. valleys),Perennial,Silt/mud (<0.0625mm),12.0,12.0,,7,31.4,,,,,,,,,,Pacific Northwest National Laboratory,,Ben Bond-Lamberty,10,,Downstream,,,,,Yes,1,,,,,,,,,,60ml syringe broke  at  outlet,WHONDRS_S19S,,,,,5.39,,,3964.3,535.06,0.12,0.04,0.02
